Architecture,Dedicated,Direct_X_(DX),Integrated,L2_Cache_(KB),Manufacturer,Memory_Type,Name,Notebook_GPU,Open_GL,Release_Date,SLI_Crossfire,Shader,Memory_Bandwidth_(GB/sec),Memory_Bus_(Bit),Memory_Speed_(MHz),Resolution_Width,Resolution_Height
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Gigabyte OC 1GB Edition,0,4.5,2011-01-01,1,5.0,128.0,256.0,1000.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Golden Sample Edition,0,4.5,2011-02-01,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti EVGA 2GB Edition,0,4.5,2011-11-10,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Superclocked DS Edition,0,4.5,2011-11-05,1,5.0,134.8,256.0,1053.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti DirectCUII TOP 2GB,0,4.5,2011-02-25,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti SOC Edition,0,4.5,2011-01-01,1,5.0,146.6,256.0,1145.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti DirectCUII TOP 1GB,0,4.5,2011-02-25,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Gainward Phantom 2GB Edition,0,4.5,2011-01-25,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti DirectCUII 1GB,0,4.5,2011-02-01,1,5.0,128.0,256.0,1000.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti DirectCUII 2GB,0,4.5,2011-02-01,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti Crysis 2 Maximum Edition,0,4.5,2011-03-23,1,5.0,134.8,256.0,1053.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti AMP,0,4.5,2011-02-08,1,5.0,140.8,256.0,1100.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Sparkle Calibe DF 1GB Edition,0,4.5,2011-05-19,1,5.0,143.6,256.0,1122.0,2560.0,1600.0
Fermi GF114-400-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Ti,0,4.5,2011-01-25,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF110-270-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 560 Ti 448 Edition ,0,4.5,2011-11-29,1,5.0,121.6,256.0,950.0,2560.0,1600.0
Fermi GF114-200-KB-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 560 SE (OEM),0,4.5,2012-03-30,1,5.0,91.9,192.0,957.0,2560.0,1600.0
Fermi GF110-270-A1 ,1.0,12.0,0.0,640.0,Nvidia,GDDR5,GeForce GTX 560 Ti 448 MSI Twin Frozr III Power OC 1.2GB Edition,0,4.5,2011-11-29,1,5.0,124.8,256.0,975.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Gigabyte WindForce 2X Rev 3.0 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Palit 2GB Edition,0,4.5,2011-05-01,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 MSI TwinFrozr II OC 1GB Edition,0,4.5,2011-05-17,1,5.0,130.6,256.0,1020.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Gigabyte WindForce 2X Rev 2.0 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Gigabyte WindForce 2X Rev 1.0 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Galaxy GC 2GB Edition,0,4.5,2011-12-01,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 560 SLI,0,4.5,2011-05-17,1,5.0,256.3,256.0,1001.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 EVGA Superclocked 2GB Edition,0,4.5,2011-06-01,1,5.0,131.3,256.0,1026.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Gainward Phantom 1GB Edition,0,4.5,2011-11-28,1,5.0,129.3,256.0,1010.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 EVGA FTW+ 1GB Edition,0,4.5,2011-08-15,1,5.0,137.9,256.0,1077.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 EVGA Superclocked 1GB Edition,0,4.5,2011-05-17,1,5.0,131.3,256.0,1026.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 EVGA DS SSC 1GB Edition,0,4.5,2011-12-02,1,5.0,133.1,256.0,1040.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Club3D CoolStream Super OC 1GB Edition,0,4.5,2011-05-17,1,5.0,131.3,256.0,1026.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Asus DirectCU II TOP 1GB Edition,0,4.5,2011-05-19,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 EVGA 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Asus DirectCU II OC 1GB Edition,0,4.5,2011-05-17,1,5.0,134.4,256.0,1050.0,2560.0,1600.0
Fermi GF110 ,1.0,12.0,0.0,768.0,Nvidia,GDDR5,GeForce GTX 560 (OEM),0,4.5,2011-11-29,1,5.0,128.3,320.0,802.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 ECS Black 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Asus DirectCU 1GB Edition,0,4.5,2011-05-17,1,5.0,128.3,256.0,1002.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560 Gainward Golden Sample 1GB Edition,0,4.5,2011-09-08,1,5.0,129.3,256.0,1010.0,2560.0,1600.0
Fermi GF114-200-KB-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 555 (OEM),0,4.5,2012-05-01,1,5.0,91.9,192.0,957.0,2560.0,1600.0
Fermi GF114-325-A1 ,1.0,12.0,0.0,512.0,Nvidia,GDDR5,GeForce GTX 560,0,4.5,2011-05-17,1,5.0,128.1,256.0,1001.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Zotac AMP! Edition,0,4.5,2011-03-01,1,5.0,105.6,192.0,1100.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti WindForce Edition,0,4.5,2011-09-01,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 550 Ti SLI,0,4.5,2011-03-15,1,5.0,196.8,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Zotac Edition,0,4.5,2011-03-01,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Palit Edition,0,4.5,2011-03-01,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti M2D1 OC Edition,0,4.5,2011-05-01,1,5.0,103.2,192.0,1075.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti DirectCU TOP Edition,0,4.5,2011-03-01,1,5.0,98.5,192.0,1026.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Sonic Edition,0,4.5,2011-03-01,1,5.0,105.6,192.0,1100.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Gigabyte OC Edition,0,4.5,2011-07-01,1,5.0,100.8,192.0,1050.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti FPB,0,4.5,2011-03-01,1,5.0,104.5,192.0,1089.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Gainward Edition,0,4.5,2011-03-01,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti EVGA SC Edition,0,4.5,2011-03-01,1,5.0,108.3,192.0,1128.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti DirectCU Edition,0,4.5,2011-03-01,1,5.0,98.5,192.0,1026.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Golden Sample Edition,0,4.5,2011-03-01,1,5.0,105.6,192.0,1100.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti EVGA 2GB Edition,0,4.5,2011-03-01,1,5.0,96.2,192.0,1002.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Cyclone II OC Edition,0,4.5,2011-03-15,1,5.0,103.2,192.0,1075.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Asus M2D1 Edition,0,4.5,2011-05-01,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 (x2) ,1.0,12.0,0.0,,Nvidia,GDDR5,GeForce GTX 550 Ti Asus Edition SLI,0,4.5,2011-03-15,1,5.0,196.8,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti Asus Edition,0,4.5,2011-03-01,1,5.0,98.5,192.0,1026.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,GDDR5,GeForce GTX 550 Ti,0,4.5,2011-03-15,1,5.0,98.4,192.0,1025.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 545 3GB,0,4.5,2011-05-14,1,5.0,38.4,192.0,800.0,2560.0,1600.0
Fermi GF116-400-A1 ,1.0,12.0,0.0,384.0,Nvidia,DDR3,GeForce GT 545 1.5GB,0,4.5,2011-05-14,1,5.0,38.4,192.0,800.0,2560.0,1600.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 Zotac Synergy 1GB Edition,0,4.5,2011-05-01,0,5.0,8.5,64.0,533.0,2560.0,1600.0
Fermi GF116-400-KD-A1 ,1.0,12.0,0.0,256.0,Nvidia,GDDR5,GeForce GT 545 (OEM),0,4.5,2011-05-14,1,5.0,63.9,128.0,999.0,2560.0,1600.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 v4,0,4.5,2012-08-20,0,5.0,8.0,64.0,500.0,2560.0,1600.0
Fermi GF108-200-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 520 v3,0,4.5,2012-02-01,0,5.0,14.4,64.0,898.0,2560.0,1600.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 Gigabyte 1GB Edition,0,4.5,2011-04-13,0,5.0,10.7,64.0,667.0,2560.0,1600.0
Fermi GF108-300-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 530,0,4.5,2011-05-14,1,5.0,28.8,128.0,900.0,2560.0,1600.0
Fermi GF108-200-A1 ,1.0,12.0,0.0,256.0,Nvidia,DDR3,GeForce GT 520 v2,0,4.5,2012-02-01,0,5.0,10.7,64.0,667.0,2560.0,1600.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520,0,4.5,2011-04-13,0,5.0,14.4,64.0,900.0,2560.0,1600.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 Asus Silent Low Profile 2GB Edition,0,4.5,2013-06-13,0,5.0,9.6,64.0,600.0,2560.0,1600.0
Maxwell GM204-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 980 Zotac AMP! Omega 4GB Edition,0,4.5,2014-09-19,1,5.0,230.4,256.0,1800.0,5120.0,3200.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 Asus Silent Low Profile 1GB Edition,0,4.5,2013-06-13,0,5.0,9.6,64.0,600.0,2560.0,1600.0
Maxwell GM204-400-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Zotac AMP! Extreme 4GB Edition SLI,0,4.5,2014-09-19,1,5.0,460.8,256.0,1800.0,4096.0,2160.0
Fermi GF119-300-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce GT 520 Gainward SilentFX 1GB Edition,0,4.5,2013-06-13,0,5.0,8.6,64.0,535.0,2560.0,1600.0
Maxwell GM204-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 980 Zotac AMP! Extreme 4GB Edition,0,4.5,2014-09-19,1,5.0,230.4,256.0,1800.0,5120.0,3200.0
Maxwell GM204-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 980 Zotac 4GB Edition,0,4.5,2014-09-19,1,5.0,224.4,256.0,1753.0,5120.0,3200.0
Maxwell GM204-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 980 Zotac AMP! 4GB Edition,0,4.5,2014-09-19,1,5.0,224.4,256.0,1753.0,5120.0,3200.0
Fermi GF119-200-A1 ,1.0,12.0,0.0,128.0,Nvidia,DDR3,GeForce 510,0,4.5,2011-09-29,0,5.0,14.4,64.0,898.0,2560.0,1600.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Zotac ArcticStorm 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Zotac AMP! 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,692.4,384.0,1803.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Zotac AMP! Extreme 6GB Edition,0,4.5,2015-06-02,1,5.0,346.2,384.0,1803.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Zotac 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti PNY XLR8 OC 6GB Edition,0,4.5,2015-07-07,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Palit Super JetStream 6GB Edition,0,4.5,2015-06-15,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Palit JetStream 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Palit 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Gaming Golden 6GB Edition,0,4.5,2015-10-01,1,5.0,340.6,384.0,1774.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Sea Hawk 6GB Edition,0,4.5,2015-08-26,1,5.0,340.6,384.0,1774.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Gaming 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,681.6,384.0,1775.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Lightning 6GB Edition,0,4.5,2015-08-26,1,5.0,340.6,384.0,1774.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Armor 2X OC 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Inno3D iChill X4 Ultra 6GB Edition,0,4.5,2015-06-02,1,5.0,345.6,384.0,1800.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Inno3D iChill X3 Ultra 6GB Edition,0,4.5,2015-06-02,1,5.0,345.6,384.0,1800.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte XTREME Water 6GB Edition,0,4.5,2015-11-11,1,5.0,345.6,384.0,1800.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti MSI Gaming 6GB Edition,0,4.5,2015-06-02,1,5.0,340.8,384.0,1775.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Inno3D iChill Black 6GB Edition,0,4.5,2015-06-02,1,5.0,349.4,384.0,1820.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte XTREME 6GB Edition,0,4.5,2015-11-11,1,5.0,345.6,384.0,1800.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte WindForce 3X OC 6GB Edition,0,4.5,2015-09-01,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte G1 Gaming 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,673.2,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Galax HOF WaterCooled 6GB Edition,0,4.5,2015-06-09,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti Gigabyte 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,673.2,384.0,1753.0,4096.0,2160.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Superclocked+ ACX 2.0+ 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Galax HOF 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,673.2,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Superclocked ACX 2.0+ 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Superclocked 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Hydro Copper 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition SLI,0,4.5,2015-06-02,1,5.0,673.2,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Galax HOF LN2 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Kingpin 6GB Edition,0,4.5,2015-07-21,1,5.0,340.6,384.0,1774.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Hybrid 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA FTW ACX 2.0+ 6GB Edition,0,4.5,2015-09-11,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA ACX 2.0+ 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB Edition,0,4.5,2015-06-02,1,5.0,345.6,384.0,1800.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA Classified ACX 2.0+ 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti EVGA 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 ,1.0,12.1,0.0,3072.0,Nvidia,GDDR5,GeForce GTX 980 Ti Asus 6GB Edition,0,4.5,2015-06-02,1,5.0,336.6,384.0,1753.0,5120.0,3200.0
Maxwell GM204-400-A1 ,1.0,12.1,0.0,2048.0,Nvidia,GDDR5,GeForce GTX 980 Point of View 4GB Edition,0,4.5,2014-09-19,1,5.0,224.4,256.0,1753.0,5120.0,3200.0
Maxwell GM200-310-A1 (x2) ,1.0,12.1,0.0,,Nvidia,GDDR5,GeForce GTX 980 Ti Asus DirectCU III OC Strix Gaming 6GB SLI,0,4.5,2015-06-02,1,5.0,691.2,384.0,1800.0,5120.0,3200.0
